Date,Opponent,Result,W-L (Conference),HI Points,HI Rebounds,HI Assists,"Home/Away (Home 1, Away 0)","Win/Loss (Win 1, Loss 0)",Season Start Year,Score,Points Team Scored,Game ID,Team,Field Goal %,Three Point %,Free Throw %,Rebounds,Offensive Rebounds,Defensive Rebounds,Team Rebounds,Assists,Steals,Blocks,Total Turnovers,Fouls,Technical Fouls,Flagrant Fouls,Largest Lead
"Wed, Dec 17",vs Grambling,W86-38,9-0 (0-0),Kemp Jr. 21,Upshaw 15,Williams-Goss 11,1,1,2015,86-38,86,400593226,Washington,23.3,28.6,60,30,10,20,0,5,6,0,17,18,0,0,
"Sat, Dec 20",vs 15 Oklahoma *,W69-67,10-0 (0-0),Jarreau 12,Williams-Goss 8,Williams-Goss 6,1,1,2015,69-67,69,400585754,Washington,42.2,31.3,61.5,35,13,22,0,10,6,6,8,16,1,0,
"Mon, Dec 22",vs Tulane,W66-57,11-0 (0-0),Kemp Jr. 16,Upshaw 10,Williams-Goss 9,1,1,2015,66-57,66,400593231,Washington,31.7,41.2,60,36,16,20,0,7,10,1,14,19,0,0,
"Sun, Dec 28",vs Stony Brook,L62-57,11-1 (0-0),Upshaw 10,Upshaw 11,Andrews 4,1,0,2015,62-57,57,400593234,Washington,37.1,50,46.7,45,12,33,0,13,9,7,13,16,0,0,
"Fri, Jan 2",@ California,L81-75,11-2 (0-1),Williams-Goss 19,Williams-Goss 8,Williams-Goss 9,0,0,2015,81-75,75,400593242,Washington,45.2,27.3,76.2,42,9,33,0,15,3,6,12,23,0,0,
"Sat, Jan 10",vs Washington State,L80-77,11-4 (0-3),Williams-Goss 30,Anderson 8,Williams-Goss 6,1,0,2015,80-77,77,400593256,Washington,45.9,37.5,93.8,34,6,28,0,13,4,2,10,12,0,0,
"Thu, Jan 15",vs Oregon State,W56-43,12-4 (1-3),Upshaw 12,Upshaw 15,Williams-Goss 7,1,1,2015,56-43,56,400593264,Washington,31.9,25,90,30,11,19,0,7,3,5,15,20,0,0,
"Sun, Jan 18",vs Oregon,W85-77,13-4 (2-3),Andrews 21,Upshaw 12,Williams-Goss 5,1,1,2015,85-77,85,400593270,Washington,41.7,36.7,85.7,34,16,18,0,20,5,6,6,21,0,0,
"Thu, Jan 22",@ Colorado,W52-50,14-4 (3-3),Williams-Goss 16,Andrews 7,Andrews 3,0,1,2015,52-50,52,400593274,Washington,36,25,85.7,35,10,25,0,10,6,4,13,13,0,0,
"Wed, Jan 28",vs Stanford,L84-74,14-6 (3-5),Williams-Goss 17,Williams-Goss 7,Williams-Goss 7,1,0,2015,84-74,74,400593285,Washington,52.8,61.5,69,31,9,22,0,13,4,5,9,22,0,0,
"Sun, Feb 1",vs California,L90-88,14-7 (3-6),Williams-Goss 31,Williams-Goss 6,Williams-Goss 5,1,0,2015,90-88,88,400593294,Washington,60,42.9,75,38,8,30,0,12,5,2,14,21,0,0,
"Wed, Feb 4",@ Oregon,L78-74,14-8 (3-7),Williams-Goss 19,Anderson 6,Williams-Goss 6,0,0,2015,78-74,74,400593295,Washington,56.6,18.8,68.8,24,9,15,0,13,6,0,9,15,0,0,
"Fri, Feb 13",vs 7 Arizona,L86-62,14-10 (3-9),Andrews 18,Andrews 11,Williams-Goss 6,1,0,2015,86-62,62,400593309,Washington,52.5,30.8,76.9,37,9,28,0,18,9,5,8,18,0,0,
"Sun, Feb 15",vs Arizona State,L78-68,14-11 (3-10),Williams-Goss 20,Kemp Jr. 8,Williams-Goss 6,1,0,2015,78-68,68,400593314,Washington,49.1,41.7,58.6,44,18,26,0,11,1,1,11,19,1,0,
"Sun, Feb 22",@ Washington State,W87-84,15-11 (4-10),Andrews 35,Anderson 7,Williams-Goss 7,0,1,2015,87-84,87,400593325,Washington,50,34.8,75,27,12,15,0,18,6,2,3,22,0,0,
"Sat, Feb 28",@ USC,L70-55,15-13 (4-12),Andrews 19,Anderson 15,Winters 3,0,0,2015,70-55,55,400593333,Washington,29.7,32.1,66.7,43,15,28,0,9,3,2,12,18,0,0,
"Thu, Mar 5",vs Colorado,L64-47,15-14 (4-13),Andrews 20,Anderson 7,Dierickx 3,1,0,2015,64-47,47,400593342,Washington,44.6,21.1,66.7,40,11,29,0,14,6,4,8,11,0,0,
"Sat, Mar 7",vs 13 Utah,W77-68,16-14 (5-13),Williams-Goss 28,Williams-Goss 6,Williams-Goss 3,1,1,2015,77-68,77,400593347,Washington,52,26.3,73.3,23,7,16,0,12,2,5,14,18,0,0,
"Wed, Mar 11",vs Stanford *,L71-69,16-15 (5-13),Andrews 22,Anderson 10,Williams-Goss 7,1,0,2015,71-69,69,400766859,Washington,52.8,65,0,26,5,21,0,16,6,2,10,12,0,0,
"Tue, Mar 15",vs 6 Long Beach State,W107-102,19-14 (9-9),Murray 30,Chriss 11,Murray 5,1,1,2016,107-102,107,400871460,Washington,49.3,30.8,78.6,35,14,21,0,16,6,3,17,27,0,0,14
"Mon, Mar 21",@ 2 San Diego State,L93-78,19-15 (9-9),Murray 20,Murray 9,Andrews 6,0,0,2016,93-78,78,400871675,Washington,38.2,26.7,71,38,13,25,0,13,7,6,7,26,1,0,0
"Thu, Nov 19",vs Mount St. Mary's,W100-67,2-0 (0-0),Chriss 29,Chriss 10,Murray 5,1,1,2016,100-67,100,400841285,Washington,31.2,24.3,90.9,29,10,19,0,6,7,5,15,30,0,0,0
"Sat, Nov 21",vs Pennsylvania,W104-67,3-0 (0-0),Murray 22,Dickerson 7,Andrews 5,1,1,2016,104-67,104,400841286,Washington,32.8,21.4,61.3,39,16,23,0,11,4,0,16,18,2,0,0
"Wed, Nov 25",vs 10 Gonzaga *,L80-64,3-1 (0-0),Andrews 21,Andrews 11,Andrews 4,1,0,2016,80-64,64,400827674,Washington,25.7,20,73.3,45,22,23,0,9,4,2,12,32,1,0,2
"Fri, Nov 27",vs Charlotte *,W71-66,4-2 (0-0),Andrews 30,Andrews 13,Andrews 5,1,1,2016,71-66,71,400854123,Washington,40.6,35.3,50,41,14,27,0,17,7,5,19,25,0,0,7
"Sat, Dec 12",vs Montana,W92-62,7-2 (0-0),Chriss 22,Chriss 11,Chriss 4,1,1,2016,92-62,92,400841169,Washington,32.3,29.2,61.9,40,17,23,0,12,6,3,22,30,0,0,0
"Sat, Dec 19",vs Oakland,L97-83,7-3 (0-0),Murray 16,Dickerson 9,Murray 7,1,0,2016,97-83,83,400835634,Washington,48.1,28,73.7,55,17,38,0,19,4,5,12,19,0,0,23
"Sun, Jan 3",vs USC,W87-85,10-4 (2-0),Murray 29,Chriss 12,Andrews 4,1,1,2016,87-85,87,400841289,Washington,47,47.1,60,52,16,36,0,19,7,8,21,28,0,0,20
"Sat, Jan 9",@ Washington State,W99-95 OT,11-4 (3-0),Andrews 29,Andrews 10,Andrews 7,0,1,2016,99-95,99,400841290,Washington,46.6,40,76.7,39,14,25,0,15,7,7,8,30,0,0,10
"Thu, Jan 14",@ 18 Arizona,L99-67,11-5 (3-1),Dickerson 17,Chriss 5,Andrews 8,0,0,2016,99-67,67,400841291,Washington,40.9,31.6,63.6,26,9,17,0,21,5,4,15,23,0,0,3
"Sat, Jan 16",@ Arizona State,W89-85,12-5 (4-1),Andrews 30,Murray 9,Andrews 12,0,1,2016,89-85,89,400841292,Washington,52.3,45,75,40,12,28,0,21,6,5,16,25,0,0,12
"Sun, Jan 24",vs Utah,L80-75 OT,13-6 (5-2),Andrews 17,Murray 13,Murray 6,1,0,2016,80-75,75,400841294,Washington,41.4,25,66.7,47,16,31,0,17,4,3,12,19,0,0,5
"Thu, Jan 28",@ UCLA,W86-84,14-6 (6-2),Dickerson 15,Dime 10,Andrews 8,0,1,2016,86-84,86,400841295,Washington,43.5,47.6,75.9,39,12,27,0,13,10,3,19,29,1,0,19
"Wed, Feb 3",vs Arizona State,W95-83 OT,15-7 (7-3),Murray 34,Murray 11,Murray 6,1,1,2016,95-83,95,400841297,Washington,40.3,39.4,66.7,33,8,25,0,16,8,2,14,34,0,0,14
"Sat, Feb 13",@ Colorado,L81-80,15-10 (7-6),Chriss 18,Chriss 10,Andrews 3,0,0,2016,81-80,80,400841300,Washington,39.1,40.9,70.8,35,12,23,0,12,12,10,14,21,0,0,3
"Thu, Feb 18",vs California,L78-75,15-11 (7-7),Andrews 18,Andrews 8,Murray 5,1,0,2016,78-75,75,400841301,Washington,39.3,26.7,63.4,54,12,42,0,6,3,7,16,29,0,0,10
"Sat, Feb 20",vs Stanford,W64-53,16-11 (8-7),Murray 25,Murray 9,Andrews 6,1,1,2016,64-53,64,400841302,Washington,32.7,21.4,73.7,36,14,22,0,4,8,1,20,20,0,0,2
"Wed, Feb 24",@ Oregon State,L82-81,16-12 (8-8),Andrews 30,Andrews 6,Andrews 5,0,0,2016,82-81,81,400841303,Washington,56.6,45.8,62.5,25,2,23,0,14,6,4,14,22,0,0,6
"Sun, Feb 28",@ 13 Oregon,L86-73,16-13 (8-9),Andrews 21,Dime 5,Andrews 8,0,0,2016,86-73,73,400841304,Washington,39.3,36,80,26,9,17,0,11,4,1,11,26,0,0,2
"Wed, Mar 2",vs Washington State,W99-91,17-13 (9-9),Andrews 47,Dime 8,Andrews 4,1,1,2016,99-91,99,400841305,Washington,46.6,34.8,75,43,11,32,0,25,0,2,13,25,0,0,5
"Thu, Mar 10",vs 8 Oregon *,L83-77,18-14 (9-9),Chriss 19,Murray 9,Murray 7,1,0,2016,83-77,77,400870722,Washington,41.4,33.3,84,33,8,25,0,14,6,5,14,24,0,0,12
"Thu, Nov 17",vs CSU Fullerton,W104-88,1-1 (0-0),Fultz 35,Dime 8,Fultz 6,1,1,2017,104-88,104,400915508,Washington,50.9,47.4,71.4,19,2,17,0,14,9,3,11,27,0,0,6
"Sun, Nov 20",vs Northern Arizona,W92-58,2-1 (0-0),Fultz 16,Dickerson 8,Fultz 8,1,1,2017,92-58,92,400915514,Washington,30.8,27.6,52.6,33,14,19,0,13,5,2,16,16,0,0,0
"Tue, Nov 22",vs Long Beach State,W94-88,3-1 (0-0),Crisp 26,Dickerson 7,Fultz 6,1,1,2017,94-88,94,400915521,Washington,52.8,58.8,95.7,28,6,22,0,15,4,1,23,29,0,0,10
"Wed, Dec 7",@ 8 Gonzaga,L98-71,4-4 (0-0),Fultz 25,Dickerson 15,Crisp 2,0,0,2017,98-71,71,400915554,Washington,30.4,25,64.3,54,29,25,0,7,5,4,12,24,0,0,0
"Sun, Dec 11",vs Nevada,L87-85,4-5 (0-0),Fultz 21,Dickerson 7,Fultz 8,1,0,2017,87-85,85,400915564,Washington,45.3,30.4,75.9,34,17,17,0,11,4,5,13,15,0,0,11
"Sun, Dec 18",vs Western Michigan,W92-86,5-5 (0-0),Fultz 27,Fultz 8,Fultz 10,1,1,2017,92-86,92,400915579,Washington,50,54.5,71.4,26,7,19,0,20,5,2,10,21,0,0,5
"Tue, Dec 20",vs Cal Poly,W77-61,6-5 (0-0),Crisp 21,Dickerson 10,Fultz 5,1,1,2017,77-61,77,400915586,Washington,32.3,35.7,75,31,13,18,0,11,5,1,11,20,0,0,10
"Thu, Dec 22",@ Seattle U,W94-72,7-5 (0-0),Dickerson 21,Dickerson 17,Crisp 7,0,1,2017,94-72,94,400915590,Washington,54.4,50,75.9,44,8,36,0,22,9,8,19,18,0,0,24
"Sun, Jan 1",vs Washington State,L79-74,7-6 (0-1),Fultz 26,Fultz 9,Fultz 11,1,0,2017,79-74,74,400915604,Washington,49.2,40,81,31,7,24,0,17,7,2,10,14,0,0,8
"Wed, Jan 4",vs 15 Oregon,L83-61,7-7 (0-2),Fultz 22,Dime 11,Fultz 4,1,0,2017,83-61,61,400915606,Washington,51.7,53.8,63.6,35,9,26,0,18,9,4,12,16,0,0,25
"Sat, Jan 14",@ Stanford,L76-69,8-9 (1-4),Fultz 34,Fultz 7,Fultz 3,0,0,2017,76-69,69,400915625,Washington,38.5,26.9,70.6,37,12,25,0,7,7,3,9,25,0,0,4
"Wed, Jan 25",@ Arizona State,L86-75,9-11 (2-6),Fultz 28,Dickerson 10,Fultz 9,0,0,2017,86-75,75,400915641,Washington,40.3,35.5,46.2,43,15,28,0,20,7,6,13,26,0,0,7
"Sun, Jan 29",@ 7 Arizona,L77-66,9-12 (2-7),Fultz 16,Fultz 9,Fultz 3,0,0,2017,77-66,66,400915648,Washington,39.1,26.3,41.2,38,18,20,0,10,7,2,10,23,0,0,9
"Sat, Feb 4",vs 11 UCLA,L107-66,9-14 (2-9),Fultz 25,Fultz 6,Fultz 5,1,0,2017,107-66,66,400915660,Washington,60.6,45.8,83.3,41,10,31,0,21,9,3,16,16,0,0,44
"Thu, Feb 9",@ Colorado,L81-66,9-15 (2-10),Crisp 17,Timmins 11,Crisp 3,0,0,2017,81-66,66,400915664,Washington,42.9,31.8,78.6,34,12,22,0,10,4,3,14,21,0,0,2
"Sat, Feb 11",@ Utah,L85-61,9-16 (2-11),Crisp 31,Johnson 6,Thybulle 3,0,0,2017,85-61,61,400915669,Washington,44.6,41.7,50,23,9,14,0,12,10,5,16,15,1,0,11
"Thu, Feb 16",vs Arizona State,L83-81,9-17 (2-12),Johnson 19,Johnson 12,Fultz 4,1,0,2017,83-81,81,400915677,Washington,44.8,40,76.5,31,10,21,0,12,8,3,8,17,0,0,11
"Sat, Feb 18",vs 5 Arizona,L76-68,9-18 (2-13),Fultz 26,Dickerson 9,Fultz 6,1,0,2017,76-68,68,400915681,Washington,42.6,43.8,73.9,35,14,21,0,15,5,3,11,18,0,0,9
"Sun, Feb 26",@ Washington State,L79-71,9-19 (2-14),Johnson 17,Dickerson 13,Crisp 4,0,0,2017,79-71,71,400915693,Washington,42.6,19,69.2,40,16,24,0,9,4,1,12,18,0,0,7
"Wed, Mar 1",@ 3 UCLA,L98-66,9-20 (2-15),Dickerson 23,Dickerson 15,Crisp 5,0,0,2017,98-66,66,400915695,Washington,39.4,21.7,60,44,14,30,0,15,4,2,20,17,0,0,0
"Wed, Mar 8",vs USC *,L78-73,9-22 (2-16),Crisp 22,Crisp 8,Crisp 7,1,0,2017,78-73,73,400945500,Washington,53.8,44.4,81.8,31,7,24,0,15,3,6,17,20,1,0,10
"Wed, Mar 14",vs 4 Boise State,W77-74,21-12 (10-8),Nowell 25,Green 7,Crisp 5,1,1,2018,77-74,77,401022797,Washington,35.4,26.7,71.4,43,15,28,0,12,10,2,18,21,0,0,2
"Fri, Nov 10",vs Belmont,W86-82,1-0 (0-0),Nowell 32,Nowell 5,Nowell 2,1,1,2018,86-82,86,400988190,Washington,49.2,32.3,66.7,30,9,21,0,20,4,4,16,27,0,0,10
"Sun, Nov 12",vs Eastern Washington,W79-69,2-0 (0-0),Dickerson 28,Dickerson 22,Thybulle 3,1,1,2018,79-69,79,400988200,Washington,40,33.3,60.7,29,7,22,0,13,3,1,10,29,1,0,5
"Thu, Nov 16",vs Providence *,L77-70,2-1 (0-0),Dickerson 19,Timmins 8,Crisp 4,1,0,2018,77-70,70,400988212,Washington,51,53.3,67.9,37,9,28,0,22,8,2,19,21,0,0,12
"Fri, Nov 17",vs Virginia Tech *,L103-79,2-2 (0-0),Nowell 21,Johnson 5,Thybulle 7,1,0,2018,103-79,79,400999766,Washington,60,68.2,77.8,34,4,30,0,23,6,1,22,26,1,0,34
"Fri, Nov 24",vs Seattle U,W89-84,3-2 (0-0),Nowell 25,Timmins 8,Nowell 4,1,1,2018,89-84,89,400988228,Washington,48.3,37.5,76.2,35,14,21,0,17,4,3,18,22,0,0,1
"Sun, Nov 26",vs UC Davis,W77-70,4-2 (0-0),Nowell 21,Dickerson 11,Crisp 6,1,1,2018,77-70,77,400988232,Washington,45.5,23.8,71.4,25,10,15,0,13,6,0,11,22,0,0,4
"Tue, Nov 28",vs Kennesaw State,W85-71,5-2 (0-0),Dickerson 24,Dickerson 8,Dickerson 4,1,1,2018,85-71,85,400988233,Washington,48.3,36.8,66.7,21,8,13,0,24,9,2,19,18,0,0,1
"Sun, Dec 3",vs Omaha,W86-73,6-2 (0-0),Crisp 24,Dickerson 6,Nowell 4,1,1,2018,86-73,86,400988245,Washington,41.2,31,66.7,41,14,27,0,17,6,2,15,17,0,0,2
"Wed, Dec 6",@ 2 Kansas,W74-65,7-2 (0-0),Thybulle 19,Dickerson 14,Crisp 7,0,1,2018,74-65,74,400988249,Washington,48.3,42.9,46.7,37,10,27,0,17,6,4,12,15,1,0,14
"Sun, Dec 17",vs Loyola Marymount,W80-78,8-3 (0-0),Nowell 21,Timmins 11,Crisp 6,1,1,2018,80-78,80,400986911,Washington,45.8,43.5,58.3,40,13,27,0,17,5,1,16,28,0,0,6
"Fri, Dec 22",vs Montana,W66-63,10-3 (0-0),Nowell 13,Dickerson 7,Nowell 2,1,1,2018,66-63,66,400988287,Washington,40.3,33.3,66.7,41,20,21,0,12,6,6,20,19,1,0,3
"Fri, Dec 29",@ USC,W88-81,11-3 (1-0),Dickerson 17,Dickerson 7,Nowell 6,0,1,2018,88-81,88,400988289,Washington,67.3,50,54.5,26,4,22,0,20,3,2,16,18,1,0,14
"Sun, Dec 31",@ UCLA,L74-53,11-4 (1-1),Dickerson 14,Timmins 9,Crisp 3,0,0,2018,74-53,53,400988295,Washington,27.9,7.4,72.2,38,20,18,0,9,10,2,12,21,0,0,14
"Sat, Jan 6",@ Washington State,W70-65,12-4 (2-1),Thybulle 17,Dickerson 6,Crisp 3,0,1,2018,70-65,70,400988304,Washington,52.7,16.7,71.4,25,4,21,0,8,10,3,17,22,0,0,3
"Sat, Jan 13",vs Stanford,L73-64,13-5 (3-2),Nowell 20,Dickerson 7,Crisp 3,1,0,2018,73-64,64,400988317,Washington,46.6,36.4,53.6,48,14,34,0,12,4,3,18,21,0,0,13
"Sat, Jan 20",@ Colorado,W72-62,14-6 (4-3),Nowell 19,Dickerson 14,Crisp 3,0,1,2018,72-62,72,400988327,Washington,42.4,42.1,70,50,16,34,0,6,5,5,12,16,0,0,13
"Sun, Jan 28",vs Washington State,W80-62,15-6 (5-3),Thybulle 18,Nowell 9,Thybulle 6,1,1,2018,80-62,80,400988341,Washington,42.1,25,72.7,28,8,20,0,17,5,3,15,18,0,0,2
"Sat, Feb 3",vs 9 Arizona,W78-75,17-6 (7-3),Dickerson 25,Dickerson 7,Crisp 2,1,1,2018,78-75,78,400988350,Washington,50,16.7,73.3,35,15,20,0,15,3,7,12,17,1,0,3
"Sat, Feb 10",@ Oregon State,L97-94 2OT,17-8 (7-5),Dickerson 28,Dickerson 12,Crisp 7,0,0,2018,97-94,94,400988360,Washington,50,38.1,83.3,37,10,27,0,13,10,3,19,15,0,0,13
"Thu, Feb 15",vs Utah,L70-58,17-9 (7-6),Crisp 18,Dickerson 6,Thybulle 4,1,0,2018,70-58,58,400988364,Washington,43.4,31.8,77.3,36,10,26,0,18,6,3,11,18,0,0,15
"Sat, Feb 17",vs Colorado,W82-59,18-9 (8-6),Thybulle 26,Dickerson 10,Crisp 7,1,1,2018,82-59,82,400988369,Washington,40,30.8,87.5,34,12,22,0,10,3,7,18,13,0,0,7
"Thu, Feb 22",@ Stanford,L94-78,18-10 (8-7),Nowell 18,Dickerson 13,Nowell 5,0,0,2018,94-78,78,400988376,Washington,41.7,23.1,60,38,12,26,0,13,8,3,15,26,2,0,0
"Sat, Feb 24",@ California,W68-51,19-10 (9-7),Nowell 23,Dickerson 9,Carter 3,0,1,2018,68-51,68,400988381,Washington,44.7,41.2,79.2,34,8,26,0,11,3,4,17,15,0,0,17
"Thu, Mar 1",vs Oregon State,W79-77,20-10 (10-7),Dickerson 25,Dickerson 5,Nowell 4,1,1,2018,79-77,79,400988389,Washington,56.9,38.9,75,26,9,17,0,12,3,2,14,21,0,0,2
"Sat, Mar 3",vs Oregon,L72-64,20-11 (10-8),Crisp 19,Dickerson 8,Nowell 4,1,0,2018,72-64,64,400988391,Washington,41.4,47.8,86.7,37,11,26,0,17,6,6,13,17,0,0,16
"Wed, Mar 7",vs Oregon State *,L69-66 OT,20-12 (10-8),Thybulle 16,Dickerson 10,Thybulle 3,1,0,2018,69-66,66,401020045,Washington,39.3,22.7,62.5,44,9,35,0,12,4,2,10,19,0,0,4
"Fri, Mar 22",vs 8 Utah State *,W78-61,27-8 (15-3),Dickerson 20,Dickerson 12,Nowell 5,1,1,2019,78-61,78,401123415,Washington,49,58.8,85.7,29,7,22,0,14,10,6,15,18,0,0,17
"Sun, Mar 24",vs 1 North Carolina *,L81-59,27-9 (15-3),Nowell 12,Dickerson 6,Thybulle 4,1,0,2019,81-59,59,401123426,Washington,38.3,31,40,24,8,16,0,8,7,6,12,10,0,0,0
"Tue, Nov 6",vs Western Kentucky,W73-55,1-0 (0-0),Dickerson 18,Dickerson 6,Crisp 7,1,1,2019,73-55,73,401087177,Washington,37.7,38.5,62.5,33,7,26,0,15,3,5,16,22,0,0,9
"Fri, Nov 9",@ 11 Auburn,L88-66,1-1 (0-0),Nowell 16,Dickerson 5,Thybulle 5,0,0,2019,88-66,66,401083164,Washington,55.6,42.9,58.8,24,3,21,0,10,8,5,18,18,1,0,2
"Mon, Nov 12",vs San Diego,W66-63,2-1 (0-0),Nowell 18,Dickerson 8,Nowell 3,1,1,2019,66-63,66,401087178,Washington,47.2,37.5,63.6,31,9,22,0,16,2,5,18,15,0,0,9
"Sun, Nov 18",vs Santa Clara *,W82-68,3-1 (0-0),Nowell 32,Carter 7,Crisp 5,1,1,2019,82-68,82,401083766,Washington,44.8,21.1,57.1,29,10,19,0,11,8,1,15,24,0,0,
"Tue, Nov 20",vs Texas A&M *,W71-67,4-1 (0-0),Dickerson 24,Dickerson 17,Crisp 4,1,1,2019,71-67,71,401087179,Washington,40.4,29.4,64,39,16,23,0,9,5,3,13,26,0,0,13
"Tue, Nov 27",vs Eastern Washington,W83-59,5-2 (0-0),Green 25,Nowell 9,Nowell 7,1,1,2019,83-59,83,401086836,Washington,28.8,35.3,64.3,35,15,20,0,12,7,1,15,23,0,0,0
"Sun, Dec 9",vs Seattle U,W70-62,7-3 (0-0),Nowell 18,Nowell 9,Nowell 3,1,1,2019,70-62,70,401086129,Washington,35,37.5,73.7,29,10,19,0,16,7,2,11,17,0,0,0
"Sat, Dec 15",vs 13 Virginia Tech *,L73-61,7-4 (0-0),Thybulle 16,Carter 9,Crisp 5,1,0,2019,73-61,61,401082746,Washington,42.9,36.4,81,38,12,26,0,14,7,1,12,17,0,0,21
"Fri, Dec 21",vs Sacramento State,W57-41,8-4 (0-0),Thybulle 12,Wright 7,Crisp 3,1,1,2019,57-41,57,401086868,Washington,26.1,21.4,73.7,32,10,22,0,8,5,3,21,19,0,0,9
"Tue, Jan 1",vs CSU Fullerton,W84-76,9-4 (0-0),Nowell 20,Dickerson 12,Nowell 6,1,1,2019,84-76,84,401087182,Washington,41.9,27.8,82.6,39,14,25,0,14,5,1,15,19,0,0,13
"Sat, Jan 5",vs Washington State,W85-67,10-4 (1-0),Crisp 23,Nowell 8,Nowell 5,1,1,2019,85-67,85,401087184,Washington,46.9,40.7,90.9,24,5,19,0,15,3,2,17,16,0,0,1
"Thu, Jan 10",@ Utah,W69-53,11-4 (2-0),Carter 18,Nowell 12,Nowell 5,0,1,2019,69-53,69,401087173,Washington,41.5,40.9,75,38,13,25,0,16,9,9,8,16,0,0,19
"Thu, Jan 17",vs Stanford,W80-64,13-4 (4-0),Nowell 22,Nowell 5,Nowell 2,1,1,2019,80-64,80,401087141,Washington,48,20,65,34,12,22,0,8,2,3,18,21,1,0,2
"Sat, Jan 19",vs California,W71-52,14-4 (5-0),Green 17,Dickerson 11,Nowell 4,1,1,2019,71-52,71,401087066,Washington,30.5,6.7,65.2,32,12,20,0,8,12,1,13,25,0,0,11
"Thu, Jan 24",@ Oregon,W61-56,15-4 (6-0),Nowell 20,Nowell 6,Thybulle 7,0,1,2019,61-56,61,401087110,Washington,55,40,81.8,21,3,18,0,18,10,2,19,14,0,0,13
"Sat, Jan 26",@ Oregon State,W79-69,16-4 (7-0),Nowell 19,Dickerson 6,Crisp 4,0,1,2019,79-69,79,401087129,Washington,58.3,36.8,64,26,6,20,0,15,10,4,12,25,0,0,21
"Wed, Jan 30",vs USC,W75-62,17-4 (8-0),Dickerson 21,Dickerson 14,Nowell 5,1,1,2019,75-62,75,401087165,Washington,40.7,31.3,81.3,28,10,18,0,13,6,1,18,20,0,0,0
"Sat, Feb 2",vs UCLA,W69-55,18-4 (9-0),Nowell 15,Nowell 8,Nowell 4,1,1,2019,69-55,69,401087157,Washington,42.6,26.7,55.6,33,8,25,0,13,9,2,23,15,0,0,8
"Thu, Feb 7",@ Arizona,W67-60,19-4 (10-0),Crisp 17,Nowell 6,Nowell 4,0,1,2019,67-60,67,401087026,Washington,51,35,71.4,29,10,19,0,12,9,6,19,18,0,0,12
"Sat, Feb 9",@ Arizona State,L75-63,19-5 (10-1),Dickerson 18,Dickerson 8,Thybulle 3,0,0,2019,75-63,63,401087050,Washington,36.8,31.3,55,23,8,15,0,10,12,2,17,22,0,0,4
"Sat, Feb 16",@ Washington State,W72-70,20-5 (11-1),Nowell 20,Dickerson 10,Thybulle 3,0,1,2019,72-70,72,401087183,Washington,47.5,40,75,27,12,15,0,12,8,1,10,16,0,0,5
"Wed, Feb 20",vs Utah,W62-45,21-5 (12-1),Carter 12,Nowell 8,Crisp 5,1,1,2019,62-45,62,401087175,Washington,28,33.3,56.3,35,13,22,0,7,5,0,18,13,0,0,10
"Sat, Feb 23",vs Colorado,W64-55,22-5 (13-1),Thybulle 17,Green 6,Crisp 3,1,1,2019,64-55,64,401087095,Washington,41.5,30.8,63.6,39,14,25,0,15,8,3,19,17,0,0,2
"Thu, Feb 28",@ California,L76-73,22-6 (13-2),Crisp 32,Nowell 8,Thybulle 7,0,0,2019,76-73,73,401087074,Washington,49.1,40.7,61.5,26,8,18,0,17,5,5,11,13,0,0,7
"Sun, Mar 3",@ Stanford,W62-61,23-6 (14-2),Nowell 13,Nowell 6,Carter 2,0,1,2019,62-61,62,401087146,Washington,40.4,35.3,62.5,30,8,22,0,7,9,5,14,21,1,0,7
"Wed, Mar 6",vs Oregon State,W81-76 OT,24-6 (15-2),Dickerson 22,Dickerson 17,Nowell 5,1,1,2019,81-76,81,401087134,Washington,46.4,44.4,76.2,31,13,18,0,16,5,2,15,19,0,0,4
"Sat, Mar 9",vs Oregon,L55-47,24-7 (15-3),Nowell 17,Dickerson 16,Nowell 1,1,0,2019,55-47,47,401087117,Washington,42.9,18.2,52.9,37,10,27,0,9,8,2,16,19,0,0,16
"Thu, Mar 14",vs USC *,W78-75,25-7 (15-3),Nowell 24,Dickerson 11,Crisp 6,1,1,2019,78-75,78,401120753,Washington,45,40.7,83.3,39,11,28,0,17,10,6,17,15,1,0,0
"Fri, Mar 15",vs Colorado *,W66-61,26-7 (15-3),Nowell 14,Dickerson 11,Nowell 4,1,1,2019,66-61,66,401120757,Washington,32.1,25,80.8,44,18,26,0,10,4,3,18,21,0,0,8
"Sat, Mar 16",vs Oregon *,L68-48,26-8 (15-3),Nowell 8,Dickerson 6,Crisp 6,1,0,2019,68-48,48,401120759,Washington,52.5,42.9,90.9,33,7,26,0,11,8,4,16,15,1,0,22
"Fri, Nov 8",vs 16 Baylor *,W67-64,1-0 (0-0),Carter 23,McDaniels 8,Green 9,1,1,2020,67-64,67,401169602,Washington,45.3,46.7,70.6,34,5,29,0,17,8,11,20,15,1,0,3
"Tue, Nov 12",vs Mount St. Mary's,W56-46,2-0 (0-0),Stewart 16,McDaniels 9,Wright 4,1,1,2020,56-46,56,401170570,Washington,29.1,31.8,53.8,34,13,21,0,7,6,1,14,16,0,0,4
"Sat, Nov 16",vs Tennessee *,L75-62,2-1 (0-0),Carter 18,Carter 12,Green 6,1,0,2020,75-62,62,401169833,Washington,40,27.8,50,42,15,27,0,15,8,4,17,21,0,0,1
